normalized_string
quantifier theory
quantum theory
race theories
race theory
rate-distortion theory
reader-response theory
reading theory
realist theory
reception theory
recognition theory
religiosity theory
replacement theory
residue theory
resilience theory
response theories
resultant theories
retrieval theory
rhetoric theories
rhetoric theory
rhetorical theories
role theory
sampling theories
sampling theory
science theories
science theory
script theory
second-order theory
self theory
semiotics theories
set theory
shape theories
shape theory
sign theory
single-formalism theory
situation theory
social-science theory
source theories
source theory
sphere theory
standpoint theory
stimulus-response theory
string theory
student-control theory
style theory
successor theories
surveillance theories
syntactic theories
syntactic theory
syntax theory
system theory
systems theory
testing theories
text theories
text theory
text-discrimination theory
texts theory
textual theory
theorem of '
theorem of ' equivalent
theorem of ' equivalent interactions
theorems of foundations
theorems of foundations of modern
theorems of theory
theoretical of essays
theoretical of essays . selected
theoretician of french
theoretician of french poetic
theoretician of french poetic form
theoreticians of bibliographic
theoreticians of bibliographic information
theoreticians of bibliographic information define
theoreticians of literature
theoreticians of literature provide
theoreticians of literature provide rich
theoreticians of variationist
theoreticians of variationist grammar
theoreticizing of process 
theories of  natural
theories of  natural language
theories of '
theories of ' virtual
theories of ' virtual window
theories of affordance
theories of affordance prospect
theories of affordance prospect demonstrate
theories of agency
theories of agency ( wardrip-fruin
theories of agent
theories of agent modelling
theories of alan
theories of alan turing
theories of allegory 
theories of allusion
theories of allusion ( ben-porat
theories of animal
theories of animal ethologist
theories of animal ethologist donald
theories of animal evolution
theories of animal evolution appear
theories of arts
theories of arts bother
theories of arts bother us
theories of arts multiple
theories of aurality
theories of aurality . work
theories of authorial
theories of authorial markers
theories of authorial markers linguistic
theories of authorship
theories of authorship attribution
theories of authorship attribution can
theories of barthes 
theories of behaviour
theories of behaviour . many
theories of brain
theories of brain / mind
theories of calculus
theories of calculus of variants
theories of case 
theories of character
theories of character descriptions
theories of child
theories of child learning
theories of church
theories of church government
theories of church government soon
theories of classical
theories of classical operant
theories of classical operant conditioning
theories of classification 
theories of cognition 
theories of cognition knowledge
theories of cognition knowledge reflect
theories of cohesion
theories of cohesion ? coherence
theories of collaborative
theories of collaborative knowledge
theories of collaborative knowledge psychology
theories of collaborative learning
theories of comics
theories of comics distinguish
theories of comics distinguish single-panel
theories of communication 
theories of communication concerned
theories of communication historical
theories of communication historical change
theories of communication technology
theories of communicative
theories of communicative competence
theories of complex
theories of complex networks
theories of complex networks network
theories of complex temporalities
theories of composing
theories of composing process
theories of composition 
theories of composition probably
theories of computation 
theories of computer
theories of computer analysis
theories of computer coding
theories of computer computer-assisted
theories of computer computer-assisted editions
theories of computer games
theories of copy-text 
theories of counts
theories of counts knowing
theories of critical
theories of critical editing
theories of crowdsourcing
theories of crowdsourcing . explore
theories of cultural
theories of cultural evolution
theories of cultural evolution predict
theories of curating
theories of currency
theories of currency flow
theories of dates
theories of dates disprove
theories of dates disprove others
theories of david
theories of david greetham
theories of deep
theories of deep structure
theories of demography
theories of demography crystallized
theories of development
theories of development . happened
theories of diffusion
theories of diffusion combined
theories of digital
theories of digital art
theories of digital communication
theories of digital editing
theories of digital literary
theories of digital technologies
theories of discourse
theories of discourse . several
theories of discourse analysis
theories of discourse analysis bear
theories of discourse analysis lyric
theories of discourse analysis multiple
theories of discourse comprehension
theories of discourse structure
theories of discovery
theories of discovery learning
theories of dispersed
theories of dispersed decentered
theories of dispersed decentered text
theories of distributed
theories of distributed cognition
theories of distributed cognition generally
theories of document
theories of document ? certainly
theories of dom
theories of dom h
theories of domain
theories of domain can
theories of domain can apply
theories of domain formulated
theories of dora
theories of dora h
theories of dreams
theories of dreams middle
theories of dreams middle ages
theories of e.g
theories of e.g . g
theories of economic
theories of economic performance
theories of economic political
theories of economic political behaviour
theories of editing 
theories of editing ( especially
theories of editing book
theories of editing book production
theories of editing transformative
theories of editing transformative near
theories of editorial
theories of editorial practice
theories of editorial practice disciplinary
theories of ekphrasis
theories of ekphrasis remained
theories of ekphrasis remained relatively
theories of electoral
theories of electoral behavior
theories of electoral behavior students
theories of electoral choice
theories of electronic
theories of electronic edition
theories of electronic edition can
theories of electronic literacy
theories of encoding
theories of encoding discrete
theories of encoding discrete textual
theories of enunciation
theories of enunciation distinguish
theories of enunciation distinguish modes
theories of enunciation drawn
theories of enunciation drawn primarily
theories of enunciation take
theories of enunciation take account
theories of epistemology 
theories of extended
theories of extended mind
theories of extended mind ask
theories of feature
theories of feature ( componential
theories of feminism 
theories of finding
theories of finding arguments
theories of foucault 
theories of games 
theories of gender
theories of gender representation
theories of gender sexuality
theories of gender technology
theories of globalization
theories of globalization well
theories of globalization well postcolonial
theories of governmentality 
theories of grammar
theories of grammar can
theories of grammar can expressed
theories of grammar treat
theories of grammar treat gappings
theories of handwriting
theories of handwriting hold
theories of health
theories of health scientists
theories of health scientists fat
theories of history
theories of history become
theories of history become much
theories of history novel
theories of human
theories of human behavior
theories of human behavior used
theories of human lexical
theories of human lexical organization
theories of human motivation
theories of human motive
theories of human relationships
theories of humans
theories of humans perceive
theories of humans perceive reality
theories of hypermedia
theories of hypermedia take
theories of hypermedia take account
theories of imperfected
theories of imperfected authorial
theories of imperfected authorial intention
theories of incremental
theories of incremental change
theories of incremental change time
theories of inference
theories of inference knowledge
theories of inference knowledge representation
theories of influence
theories of influence originality
theories of information 
theories of information belies
theories of information belies distance
theories of information derrida's
theories of information derrida's notion
theories of intelligence
theories of intelligence ( thinking
theories of intelligence . one
theories of intelligence must
theories of intelligence must begin
theories of interactive
theories of interactive fiction
theories of intercultural
theories of intercultural exchange
theories of interpretation
theories of interpretation . process
theories of interrelationships
theories of interrelationships author
theories of intersectionality
theories of intersectionality . finally
theories of intertextuality
theories of intertextuality . instructors
theories of investigator
theories of jacques
theories of jacques derrida
theories of knowledge
theories of knowledge representation
theories of knowledge representation can
theories of knowledge representation computation
theories of knowledge representation particularly
theories of knowledge representation research
theories of knowledge representation transparent
theories of language 
theories of language . old-school
theories of language : word
theories of language acquisition
theories of language use
theories of late
theories of late 1900s
theories of late 1990s
theories of late 1990s emphasized
theories of late-18th
theories of late-18th century
theories of late-18th century culminating
theories of learning 
theories of learning instruction
theories of learning instruction motivate
theories of letter
theories of letter writing
theories of lexical
theories of lexical density
theories of lexical diffusion
theories of lexical diffusion competing
theories of linguistic
theories of linguistic performance
theories of linked
theories of linked open
theories of linked open data
theories of literary
theories of literary change
theories of literary change based
theories of literary characters
theories of literary characters combined
theories of literary history
theories of literary history reading
theories of literature 
theories of literature ( compagnon
theories of literature . question
theories of literature either
theories of literature either presuppose
theories of literature engages
theories of literature engages comparisons
theories of literature insist
theories of literature insist role
theories of literature sought
theories of literature sought treat
theories of long-run
theories of long-run development
theories of long-term
theories of long-term political
theories of long-term political economic
theories of man
theories of man society
theories of mannheim 
theories of margins 
theories of margins ( wahlstrom
theories of materiality
theories of materiality n
theories of meaning 
theories of meaning philosophy
theories of meaning philosophy linguistics
theories of meaning power
theories of meaning record
theories of meaning relationships
theories of meaning studies
theories of meanings
theories of meanings bodies
theories of meanings bodies get
theories of media 
theories of media . instead
theories of media change
theories of media control
theories of media reading
theories of media reading back
theories of mediation
theories of mental
theories of mental encoding
theories of mental encoding explain
theories of mental representations
theories of metaphor
theories of metaphor . use
theories of metaphor ; second
theories of metaphor need
theories of metaphor need explication
theories of metaphor order
theories of metaphor order proceed
theories of metaphor trying
theories of metaphor trying develop
theories of metaphor unfortunately
theories of metaphor unfortunately focused
theories of mid
theories of mid twentieth-century
theories of mind
theories of modern
theories of modern art
theories of modern linguistics
theories of modern physics
theories of morphology 
theories of morphology judith
theories of morphology judith l
theories of multimedia
theories of multimedia learning
theories of multimodality
theories of multimodality also
theories of multimodality also taking
theories of multimodality analytical
theories of multimodality analytical foci
theories of multimodality evaluate
theories of multiple
theories of multiple authorship
theories of music
theories of music . related
theories of music encoded
theories of music encoded repertories
theories of music well
theories of musical
theories of musical structure
theories of musical structure far
theories of names
theories of names ' genders
theories of narrative
theories of narrative ( ithaca
theories of narrative . correlating
theories of narrative discourse
theories of narrative discourse comprehension
theories of narrative diverge
theories of narrative games
theories of narratives digital
theories of narratives digital humanities
theories of natural language acquisition
theories of network
theories of network narratives
theories of network narratives hypertext
theories of neural
theories of neural networks
theories of new
theories of new media
theories of oral
theories of oral composition
theories of orderly
theories of orderly composition
theories of orderly composition processes
theories of party
theories of party identification
theories of party identification voting
theories of passions
theories of passions require
theories of passions require much
theories of perception
theories of perception representation
theories of period
theories of personality
theories of phenomenological
theories of phenomenological research
theories of phenomenological research applies
theories of piracy
theories of piracy memorial
theories of piracy memorial construction
theories of play
theories of play poetry
theories of post-structuralist
theories of post-structuralist literary
theories of post-structuralist literary proponents
theories of practitioners
theories of public
theories of public goods
theories of public goods predict
theories of punctuation
theories of quantitative
theories of quantitative textual
theories of quantitative textual investigation
theories of rational
theories of rational orderly
theories of rational orderly processes
theories of reader
theories of reader response
theories of reader response literature
theories of reader response see
theories of readers
theories of readers interact
theories of readers interact literature
theories of reading 
theories of reading . ezra
theories of recognition 
theories of relativity
theories of relativity emergence
theories of relevance
theories of relevance multitude
theories of representational
theories of representational time
theories of representational time constructs
theories of retinal
theories of retinal image
theories of retinal image optics
theories of rhyme
theories of rhyme sound
theories of rhyme sound symbolism
theories of rhythm
theories of rhythm quantitative
theories of rhythm quantitative methods
theories of russian
theories of russian philologist
theories of russian philologist g.o
theories of salvation 
theories of schank
theories of schank abelson
theories of scholarly
theories of scholarly communication
theories of scholarly communication developed
theories of scholarly documentary
theories of scholarly documentary editing
theories of scholarly editing
theories of scholarly editing studied
theories of scholarly textual
theories of scholarly textual editing
theories of second
theories of second language
theories of second language acquisition
theories of secret
theories of secret ghost
theories of secret ghost writer
theories of semantics
theories of semantics of analogies
theories of shakespearean
theories of shakespearean co-authorship
theories of sign
theories of sign dominated
theories of similarity
theories of similarity relied
theories of similarity relied upon
theories of simulating
theories of simulating word
theories of simulating word processing
theories of skill
theories of skill acquisition
theories of so-called
theories of so-called ' new
theories of social
theories of social change
theories of social change confuse
theories of social change incomplete
theories of social perception
theories of social processes
theories of social processes without
theories of social science
theories of sound
theories of sound generation
theories of sound generation give
theories of sound texture
theories of sound texture concerned
theories of sound texture sonant
theories of sovereignty
theories of sovereignty - often
theories of spaces
theories of spaces [ 16
theories of spenserian
theories of spenserian allegory
theories of spenserian allegory emphasize
theories of stephen
theories of stephen krashen
theories of stimulus
theories of stimulus attractiveness
theories of stimulus attractiveness pictures
theories of storing
theories of storing retrieval
theories of stress
theories of stress english
theories of structural
theories of structural dialectology
theories of structural dialectology attempt
theories of structural semantic
theories of structural semantic determinism
theories of structure
theories of structure . crane-fiehler
theories of structure of specific
theories of stuart
theories of stuart hall
theories of style
theories of style always
theories of style always remain
theories of style employing
theories of style employing mathematical
theories of stylistic
theories of stylistic biographical
theories of stylistic biographical changes
theories of subject
theories of subject contend
theories of subject contend within
theories of subject enunciation
theories of survey
theories of survey archaeology
theories of symbolic
theories of symbolic information
theories of symbolic information processing
theories of targets 
theories of task
theories of task constraint
theories of teaching
theories of teaching learning
theories of technological
theories of technological determinism
theories of technological determinism regarding
theories of technology
theories of technology taken
theories of technology taken account
theories of text 
theories of text . epistemological
theories of text design
theories of text developed
theories of text developed within
theories of text discourse
theories of text discourse within
theories of text privilege
theories of text privilege physical
theories of text represented
theories of text represented standards
theories of text role
theories of text ways
theories of text well
theories of text well information-based
theories of text-editing
theories of text-editing also
theories of text-editing also comprehensive
theories of text-encoding 
theories of textual
theories of textual editing
theories of textual editing can
theories of textual practice
theories of textual practice augment
theories of textual production
theories of textual production advanced
theories of textuality
theories of textuality ( literary
theories of textuality . abstract
theories of textuality discourse
theories of textuality sutherland
theories of tonality
theories of tonality originally
theories of tonality originally proposed
theories of tonality principal
theories of tonality principal investigator
theories of transformational-generative
theories of transformational-generative grammar
theories of translation
theories of translation ( nida
theories of transmission
theories of transmission reconstruction
theories of transmission reconstruction can
theories of truth
theories of truth . doty
theories of tutoring 
theories of twentieth-century
theories of twentieth-century art
theories of utopia
theories of utopia . ernst
theories of validity
theories of validity of art
theories of variety
theories of variety of disciplines
theories of various
theories of various editorial
theories of various editorial traditions
theories of video
theories of video games
theories of video games rely
theories of virality
theories of visual
theories of visual semiotics
theories of wittgenstein 
theories of word
theories of word meaning
theories of work
theories of work society
theories of world 
theories of writing 
theories of writing basis
theories of writing focus
theories of writing focus heavily
theories of writing provide
theories of writing provide basis
theorisation of post-regional
theorisation of post-regional approach
theorisation of post-regional approach latin
theorisations of browsing
theorisations of browsing outlined
theorisations of models
theorisations of models position
theorist of 
theorist of anti-patriarchal
theorist of digital
theorist of digital literature
theorist of digital literature astrid
theorist of digital technology
theorist of form
theorist of form of self-contradiction
theorist of hypertext 
theorist of mothering
theorist of mothering ( may
theorist of readerly
theorist of readerly visuality
theorist of representative
theorist of representative democracy
theorists of 1960s
theorists of 1960s roland
theorists of 1960s roland barthes
theorists of 1980s
theorists of 1980s 1990s
theorists of browsing
theorists of browsing offer
theorists of browsing offer clues
theorists of colloquial 
theorists of cybernetic
theorists of cybernetic era
theorists of digital
theorists of digital print
theorists of digital print media
theorists of digital textuality
theorists of discipline
theorists of discipline ) evident
theorists of electronic
theorists of electronic textuality
theorists of field
theorists of field seems
theorists of held
theorists of held modernization
theorists of hypermedia
theorists of hypermedia similarly
theorists of hypermedia similarly characterize
theorists of hypertext 
theorists of information 
theorists of language 
theorists of last
theorists of last century
theorists of literature
theorists of literature . hypertext
theorists of media
theorists of media technologies
theorists of media technologies provided
theorists of narrative
theorists of narrative developing
theorists of narrative developing ever
theorists of new
theorists of new media
theorists of new media given
theorists of older 
theorists of quest
theorists of quest suggest
theorists of technology
theorists of technology adoption
theorists of technology adoption demonstrated
theorists of text
theorists of text markup
theorists of theatrical
theorists of theatrical archiving
theorists of theatrical archiving thus
theorists of theatrical text
theorists of theatrical text performance
theorists of tonal
theorists of tonal music
theorists of tonal music root
theorists of transformation
theorists of transformation aharon
theorists of transformation aharon kellerman
theorists of twentieth-century
theorists of twentieth-century new
theorists of twentieth-century new bibliography
theoriz-ers of hypertext . write
theorization of archives
theorization of archives . performance
theorization of comics
theorization of concept
theorization of concept of literary
theorization of contingent
theorization of contingent problems
theorization of contingent problems remain
theorization of corpus
theorization of corpus building
theorization of corpus building analysis
theorization of cybertext
theorization of cybertext poetics
theorization of digital
theorization of digital alchemy
theorization of digital alchemy grew
theorization of digital archives
theorization of digital archives always
theorization of digital project
theorization of digital project pedagogy
theorization of early
theorization of early modern
theorization of existing
theorization of existing spaces
theorization of existing spaces rules
theorization of feminist
theorization of feminist digital
theorization of feminist digital humanities
theorization of issues
theorization of issues . domenico
theorization of object
theorization of object of study
theorization of online
theorization of online archive
theorization of online archive conjunction
theorization of reading
theorization of reading of online
theorization of relationship
theorization of relationship drawing
theorization of rule-making
theorization of rule-making rule-breaking
theorization of rule-making rule-breaking informs
theorization of user-friendly
theorization of user-friendly design
theorization of user-friendly design 1980s
theorizations of collaboration
theorizations of collaboration feminist
theorizations of collaboration feminist practice
theorizations of distributed
theorizations of distributed cognition
theorizations of postmodern
theorizations of relationship
theorizations of relationship neuroanatomy
theorizations of utopia
theorizations of utopia ( bloch
theorizers of hypertext
theorizing of 1990s
theorizing of 1990s poetry
theorizing of avatar
theorizing of avatar must
theorizing of avatar must least
theorizing of earlier
theorizing of earlier chapters
theorizing of earlier chapters impenetrable
theorizing of higher
theorizing of higher criticism
theorizing of late
theorizing of late 1990s
theorizing of posthuman
theorizing of posthuman subject
theorizing of underlying
theorizing of underlying process
theorizing of underlying process may
theory
theory of  ergodic literature
theory of  rhetorical
theory of ' assumedly
theory of ' assumedly shared
theory of ' complex
theory of ' complex condensation
theory of ' conceptual metaphor
theory of ' corporate
theory of ' corporate text
theory of ' forms
theory of ' fuzzy
theory of ' fuzzy sets
theory of ' literary
theory of ' mutual
theory of ' mutual dependence
theory of ' possible
theory of ' possible worlds
theory of ' strategic
theory of ' strategic mutual
theory of ' tacit
theory of ' tacit knowledge
theory of ' unity
theory of ( automated non-traditional
theory of .
theory of 1817
theory of 1817 firmly
theory of 1817 firmly based
theory of 1817 role
theory of 1940s
theory of 1940s lies
theory of 1960s
theory of 1960s 70s
theory of 1960s 70s toward
theory of 1965
theory of 1965 undergone
theory of 1965 undergone extensive
theory of accent
theory of accent recognizes
theory of accent recognizes local
theory of acousmatics 
theory of acquaintance 
theory of acquisition
theory of acquisition of second
theory of action
theory of action . proof
theory of aesthetic
theory of aesthetic . response
theory of aesthetic evolution
theory of aesthetics 
theory of affordance
theory of affordance perceptual
theory of affordance perceptual systems
theory of algorithmic
theory of algorithmic computation
theory of alienation
theory of alienation of worker
theory of allusion
theory of allusion espen
theory of allusion espen aarseth's
theory of american
theory of american sign
theory of american sign language
theory of analogy
theory of analogy . examples
theory of animals
theory of animals . netmet
theory of animating
theory of animating power
theory of annotation 
theory of anything
theory of anything intellectual
theory of anything intellectual structure
theory of applications
theory of applications different
theory of applications different fields
theory of arithmetic
theory of arithmetic . means
theory of art 
theory of arts
theory of arts related
theory of arts related digital
theory of aurality
theory of aurality reflected
theory of authorship
theory of authorship . evidence
theory of authorship attribution
theory of authorship attribution overlap
theory of authorship attribution relatively
theory of authorship marlowe
theory of authorship marlowe fails
theory of authorship of book
theory of authorship shakespeare
theory of automata
theory of automata formal
theory of automata formal languages
theory of automated
theory of automated analysis
theory of automatic
theory of automatic signal
theory of automatic signal analys
theory of ballad
theory of ballad tradition
theory of baudrillard 
theory of belief
theory of belief must
theory of belief must differ
theory of book
theory of book of mormon
theory of browsing
theory of browsing [ kwasnik
theory of building
theory of building virtual
theory of building virtual representations
theory of c
theory of c . bremond
theory of c l
theory of c l simply
theory of c:m
theory of c:m ratios
theory of call
theory of call . using
theory of called
theory of called functional
theory of canonical
theory of canonical reference
theory of canonical reference numbers
theory of case
theory of case grammar
theory of category
theory of category paradigm
theory of ceccato 
theory of central
theory of central places
theory of change
theory of change arts
theory of change-point
theory of change-point statistics
theory of change-point statistics seems
theory of characters
theory of characters based
theory of characters based functional
theory of christaller 
theory of chronometry 
theory of class-based
theory of class-based writing
theory of clause
theory of clause grammar
theory of clause grammar explored
theory of co-creation
theory of co-creation integral
theory of co-creation integral heideggerean
theory of cognition
theory of cognition developed
theory of cognition developed russian
theory of cognition offers
theory of cognition offers combined
theory of cognitive
theory of cognitive dissonance
theory of cognitive thematic
theory of cognitive thematic change
theory of collection
theory of collection appropriate
theory of collection appropriate particular
theory of collective
theory of collective action
theory of collective intelligence
theory of collective intelligence works
theory of collision
theory of collision of images
theory of color
theory of color . durer
theory of colors
theory of colors ( enterwurf
theory of comic
theory of comic arising
theory of communication 
theory of communication ( mtc
theory of communication - one
theory of communication . stein
theory of communication hard
theory of communication presupposes
theory of communications
theory of communications rooted
theory of communications rooted historical
theory of community
theory of community organizing
theory of competence 
theory of competence . performance
theory of competence . section
theory of composition
theory of composition based
theory of composition based upon
theory of composition describes
theory of composition describes rhetorical
theory of composition instruction
theory of composition instruction view
theory of comprehension
theory of comprehension . schema
theory of computability
theory of computability ; second
theory of computability applies
theory of computation 
theory of computation ( self-replication
theory of computation specification
theory of computational
theory of computational complexity
theory of computational linguistics
theory of computational linguistics focusing
theory of computational shape-perception
theory of computational shape-perception set
theory of computer
theory of computer games
theory of computer games rhetorical
theory of computer sydney
theory of computer sydney m
theory of computer theatre
theory of computing
theory of computing . marchov
theory of concept
theory of concept critique
theory of conceptual
theory of conceptual analysis
theory of conceptual analysis also
theory of conceptual dependency
theory of conceptual metaphor paradigm
theory of concordance
theory of concordance making
theory of concordance making warrants
theory of concordances
theory of conditions
theory of conditions required
theory of conditions required semiosis
theory of conjecture
theory of conjecture desideratum
theory of consciousness
theory of consciousness terms
theory of conservation
theory of conservation ( p
theory of constant-recording
theory of constant-recording camera
theory of constitutes
theory of constitutes influence
theory of constitutes narrative
theory of constitutes narrative fiction
theory of contemporary
theory of contemporary digital
theory of contemporary digital humanities
theory of content
theory of content analysis
theory of context-free
theory of context-free languages
theory of conversation 
theory of conversational
theory of conversational narratives
theory of conversational narratives narrative
theory of conversational networks
theory of cooperative
theory of cooperative behavior
theory of cooperative behavior question-answering
theory of copy-text
theory of creativity
theory of creativity can
theory of creativity can stem
theory of critical
theory of critical elections
theory of criticism 
theory of cultural
theory of cultural identities
theory of cultural identities across
theory of cultural studies
theory of cultural studies can
theory of culture 
theory of data 
theory of data manipulation
theory of data manipulation eventuates
theory of deliberative
theory of deliberative communication
theory of deliberative communication discussed
theory of descriptive
theory of descriptive esthetics
theory of desire 
theory of determinants
theory of determinants . theresolution
theory of determinants put
theory of determinants put forward
theory of development
theory of development of textual
theory of deviant
theory of deviant word
theory of deviser 
theory of differential
theory of differential equations
theory of differential equations can
theory of diffusion
theory of diffusion helps
theory of diffusion helps explain
theory of diffusion of innovations
theory of digital
theory of digital humanities
theory of digital media
theory of digital reading
theory of digital reading must
theory of digital text
theory of directed
theory of directed graphs
theory of directed perception
theory of discourse 
theory of discourse proceeds
theory of discourse proceeds sentence
theory of discourse processing
theory of discourse structure can
theory of discourse structure considers
theory of discourse structures
theory of disruptive
theory of disruptive innovation
theory of distant
theory of distant viewing
theory of doctor 
theory of documentation 
theory of domain 
theory of domain actually
theory of drama
theory of drama underlies
theory of drama underlies interactive
theory of dramatic
theory of dramatic narrative
theory of dreams 
theory of dynamic
theory of dynamic systems
theory of dynamic unstable
theory of dynamic unstable text
theory of dynamical
theory of dynamical systems
theory of early
theory of early date
theory of early date canvassed
theory of early date tr
theory of ecological
theory of ecological perception
theory of ecological perception approaches
theory of economic-demographic
theory of economic-demographic relations
theory of economic-demographic relations proposed
theory of economy
theory of economy based
theory of editing
theory of editing different
theory of editing different versions
theory of editions
theory of editions points
theory of editions points forward
theory of educational
theory of educational moos
theory of either
theory of either . now
theory of elections
theory of elections peter
theory of elections peter ordeshook
theory of electromagnetism 
theory of electromagnetism reality
theory of electronic
theory of electronic literature
theory of electronic text
theory of electronic text markup
theory of electronic textuality
theory of embodied
theory of embodied music
theory of embodied music cognition
theory of embodiment
theory of emotions
theory of emotions formulated
theory of emotions formulated aquinas
theory of enargeia
theory of enargeia thus
theory of enargeia thus sidesteps
theory of engineering
theory of engineering of games
theory of english
theory of english nominalization
theory of english word
theory of ergodic
theory of ergodic literature close
theory of essentially
theory of essentially ' iconic
theory of evaluation
theory of evaluation . contains
theory of event
theory of event structure
theory of everything
theory of evolution 
theory of evolution exerted
theory of evolution exerted strong
theory of evolution face
theory of evolution technological
theory of evolution technological systems
theory of extended
theory of extended texts
theory of feature
theory of feature structures
theory of feedback
theory of feedback poetry
theory of fictionality
theory of fictionality parallels
theory of fictionality parallels closely
theory of field 
theory of finite
theory of finite sequence
theory of finite sequence comparison
theory of finite state
theory of finite state languages
theory of first-generation
theory of first-generation e-texts
theory of folktale
theory of folktale structure
theory of foregrounding 
theory of formal
theory of formal grammars
theory of formal grammars relevant
theory of formal languages
theory of formalism 
theory of formalization
theory of formalization proof
theory of forms ( allen
theory of forms concomitant
theory of forms concomitant epistemology
theory of forms needs
theory of forms needs historical
theory of forms strong
theory of forms strong historical
theory of four
theory of four causes
theory of frame
theory of frame semantics
theory of frame semantics supported
theory of frames
theory of frequent
theory of functional
theory of functional sentence
theory of functional sentence perspective
theory of fuzzy sets description
theory of fuzzy sets makes
theory of fuzzy sets used
theory of game
theory of game ' positions
