Unnamed: 0,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
9,14.0,Category:Personality trait theorists,16146832.0,981.0,98.0,"influence behavior. Although trait <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> personality are currently the most dominant <span class=""searchmatch"">theories</span> in the personality <span class=""searchmatch"">literature</span>, it was the Greek philosopher",2019-11-01T10:58:47Z,theory of literature,Personality trait theorists,0.43333333333333335,20
0,14.0,Category:Parts of the narrative structure,28608050.0,226.0,7.0,"Articles about parts <span class=""searchmatch"">of</span> the <span class=""searchmatch"">narrative</span> structure.",2019-02-21T08:23:57Z,theory of narrative,Parts of the narrative structure,0.5,20
4,14.0,Category:Metanarratives,845575.0,302.0,19.0,"A metanarrative is a grand overarching account or worldview, which is thought to give order to the historical record.",2020-10-02T18:12:09Z,theory of narrative,Metanarratives,0.5,10
7,14.0,Category:Psychological trauma interventions,53288610.0,654.0,19.0,"There are a number <span class=""searchmatch"">of</span> Interventions intended for clients who have experienced psychological trauma. See also Category:Stress-related disorders",2021-11-28T22:13:34Z,theory of narrative,Psychological trauma interventions,0.5277777777777778,26
0,14.0,Category:Meaning–text theory,34757602.0,189.0,24.0,"<span class=""searchmatch"">Meaning</span>–text <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",2014-08-27T10:46:57Z,theory of meaning,Meaning–text theory,0.36363636363636365,19
1,14.0,Category:Functionalism (social theory),36599442.0,228.0,21.0,"This category is for all social <span class=""searchmatch"">theories</span> and theorists related to functionalism. For other <span class=""searchmatch"">meanings</span> <span class=""searchmatch"">of</span> the word, see Functionalism (disambiguation).",2019-10-24T21:17:28Z,theory of meaning,Functionalism (social theory),0.5161290322580645,25
4,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic <span class=""searchmatch"">meaning</span>, reference, language",2020-04-25T17:59:38Z,theory of meaning,Philosophy of language,0.5555555555555556,13
5,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">meaning</span> Contrastivism Conventionalism Cratylism Deconstruction",2017-11-16T16:13:15Z,theory of meaning,Theories of language,0.3913043478260869,10
0,14.0,Category:Set theory,693646.0,1016.0,161.0,"Mathematics portal Set <span class=""searchmatch"">theory</span> is any <span class=""searchmatch"">of</span> a number <span class=""searchmatch"">of</span> subtly different things in mathematics: Naive set <span class=""searchmatch"">theory</span> is the original set <span class=""searchmatch"">theory</span> developed by mathematicians",2020-04-22T19:22:50Z,theory of .,Set theory,0.5,9
2,14.0,Category:Theory of computation,3233312.0,465.0,46.0,"computer science, the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> computation is the branch that deals with whether and how efficiently problems can be solved on a model <span class=""searchmatch"">of</span> computation, using",2020-01-28T20:25:57Z,theory of .,Theory of computation,0.5454545454545454,12
3,14.0,Category:Number theory,693745.0,682.0,125.0,"Traditionally, number <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics concerned with the properties <span class=""searchmatch"">of</span> integers and many <span class=""searchmatch"">of</span> its open problems are easily understood",2020-04-25T19:13:57Z,theory of .,Number theory,0.5882352941176471,12
5,14.0,Category:Category theory,695968.0,340.0,50.0,"Mathematics portal Category <span class=""searchmatch"">theory</span> is a mathematical <span class=""searchmatch"">theory</span> that deals in an abstract way with mathematical structures and relationships between them",2021-02-08T12:15:49Z,theory of .,Category theory,0.5555555555555556,10
6,14.0,Category:Graph theory,691898.0,1075.0,146.0,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,theory of .,Graph theory,0.5625,11
7,14.0,Category:Model theory,693979.0,550.0,71.0,"mathematics, model <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> (classes <span class=""searchmatch"">of</span>) mathematical structures such as groups, fields, graphs or even models <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span> using tools from",2020-04-22T19:22:34Z,theory of .,Model theory,0.4666666666666667,11
9,14.0,Category:Knot theory,696014.0,369.0,31.0,"Knot <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> topology that concerns itself with abstract properties <span class=""searchmatch"">of</span> mathematical knots — the spatial arrangements that in principle could",2019-08-06T21:41:04Z,theory of .,Knot theory,0.4285714285714286,10
0,14.0,Category:Meaning–text theory,34757602.0,189.0,24.0,"Meaning–<span class=""searchmatch"">text</span> <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",2014-08-27T10:46:57Z,theory of text,Meaning–text theory,0.5,16
7,14.0,Category:Literary theory,3101549.0,192.0,0.0,"Wikimedia Commons has media related to Literary <span class=""searchmatch"">theory</span>.",2021-07-01T22:43:52Z,theory of text,Literary theory,0.55,12
0,14.0,Category:Meaning–text theory,34757602.0,189.0,24.0,"Meaning–<span class=""searchmatch"">text</span> <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",2014-08-27T10:46:57Z,theories of text,Meaning–text theory,0.4782608695652174,15
3,14.0,Category:Additive number theory,20902687.0,221.0,17.0,"Additive number <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> number <span class=""searchmatch"">theory</span> that studies ways to represent numbers as sums.",2013-03-27T04:38:09Z,theories of text,Additive number theory,0.5925925925925926,17
8,14.0,Category:Literary theory,3101549.0,192.0,0.0,"Wikimedia Commons has media related to Literary <span class=""searchmatch"">theory</span>.",2021-07-01T22:43:52Z,theories of text,Literary theory,0.5909090909090908,14
0,14.0,Category:Essays in literary theory,17611284.0,126.0,4.0,"Essays in <span class=""searchmatch"">literary</span> <span class=""searchmatch"">theory</span>.",2018-07-09T08:13:06Z,theory of ' literary,Essays in literary theory,0.3928571428571429,17
1,14.0,Category:Literary criticism,733855.0,671.0,62.0,"to <span class=""searchmatch"">literary</span> criticism, the study, evaluation, and interpretation <span class=""searchmatch"">of</span> literature. Modern <span class=""searchmatch"">literary</span> criticism is often influenced by <span class=""searchmatch"">literary</span> <span class=""searchmatch"">theory</span>, which",2021-01-05T12:52:22Z,theory of ' literary,Literary criticism,0.5925925925925926,16
2,14.0,Category:Books of literary criticism,31955243.0,227.0,11.0,"Category:Essays in <span class=""searchmatch"">literary</span> criticism Category:Books about <span class=""searchmatch"">literary</span> <span class=""searchmatch"">theory</span> Category:Works about writers",2018-07-09T08:12:58Z,theory of ' literary,Books of literary criticism,0.4838709677419355,17
3,14.0,Category:Essays in literary criticism,17724904.0,190.0,8.0,"Category:Books <span class=""searchmatch"">of</span> <span class=""searchmatch"">literary</span> criticism Category:Essays in <span class=""searchmatch"">literary</span> <span class=""searchmatch"">theory</span>",2021-04-17T17:42:50Z,theory of ' literary,Essays in literary criticism,0.5454545454545454,20
4,14.0,Category:Postmodern theory,704758.0,972.0,82.0,"for skeptical interpretations <span class=""searchmatch"">of</span> culture, literature, art, philosophy, economics, architecture, fiction, and <span class=""searchmatch"">literary</span> criticism. It is often associated",2021-01-08T11:16:04Z,theory of ' literary,Postmodern theory,0.5769230769230769,15
7,14.0,Category:Literary theory,3101549.0,192.0,0.0,"Wikimedia Commons has media related to <span class=""searchmatch"">Literary</span> <span class=""searchmatch"">theory</span>.",2021-07-01T22:43:52Z,theory of ' literary,Literary theory,0.25,15
8,14.0,Category:Terms in literary theory,17707884.0,62.0,0.0,,2016-09-25T18:57:42Z,theory of ' literary,Terms in literary theory,0.37037037037037035,16
9,14.0,Category:Books about literary theory,31955254.0,178.0,0.0,,2018-07-09T08:13:05Z,theory of ' literary,Books about literary theory,0.3793103448275862,17
0,14.0,Category:Grammar frameworks,1761683.0,213.0,11.0,"These <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">grammar</span> are used to describe natural (human) languages.",2017-02-23T20:36:00Z,theory of grammar,Grammar frameworks,0.4782608695652174,15
0,14.0,Category:Communication theorists,22048965.0,220.0,15.0,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.2962962962962963,21
1,14.0,Category:Information theory,694025.0,597.0,43.0,"Articles relating to information <span class=""searchmatch"">theory</span>, which studies the quantification, storage, and <span class=""searchmatch"">communication</span> <span class=""searchmatch"">of</span> information. Top 0–9 A B C D E F G H I J K L",2020-12-13T00:23:18Z,theory of communication,Information theory,0.29166666666666663,19
3,14.0,Category:Social constructionism,4228486.0,836.0,54.0,"constructionism, a <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> knowledge in sociology and <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span> that examines the development <span class=""searchmatch"">of</span> jointly-constructed understandings <span class=""searchmatch"">of</span> the world that",2021-09-27T08:07:59Z,theory of communication,Social constructionism,0.4482758620689655,17
4,14.0,Category:Communication theory,1527661.0,260.0,29.0,Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z,2020-04-25T16:42:54Z,theory of communication,Communication theory,0.13043478260869568,18
5,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"truth, thought and experience (to the extent that both are linguistic), <span class=""searchmatch"">communication</span>, interpretation, and translation. Top 0–9 A B C D E F G H I J K L M",2020-04-25T17:59:38Z,theory of communication,Philosophy of language,0.59375,18
7,14.0,Category:Interpersonal communication,34562178.0,163.0,0.0,,2016-09-12T20:16:31Z,theory of communication,Interpersonal communication,0.4375,11
9,14.0,Category:Radio electronics,1474255.0,1290.0,160.0,"pieces <span class=""searchmatch"">of</span> equipment used in radio communications networks, consider Category:Wireless. For example, articles about blocking and traffic <span class=""searchmatch"">theory</span> used in",2021-09-03T22:26:26Z,theory of communication,Radio electronics,0.5714285714285714,18
1,14.0,Category:Social learning theory,16162632.0,483.0,50.0,"Social learning <span class=""searchmatch"">theory</span> is a <span class=""searchmatch"">theory</span> to explain how people (or animals) learn behavior. People may learn through observing and consequently copy others'",2018-12-31T21:29:54Z,theory of human,Social learning theory,0.5769230769230769,18
0,14.0,Category:Meaning–text theory,34757602.0,189.0,24.0,"Meaning–<span class=""searchmatch"">text</span> <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",2014-08-27T10:46:57Z,theory of texts,Meaning–text theory,0.5217391304347826,16
7,14.0,Category:Literary theory,3101549.0,192.0,0.0,"Wikimedia Commons has media related to Literary <span class=""searchmatch"">theory</span>.",2021-07-01T22:43:52Z,theory of texts,Literary theory,0.5714285714285714,12
5,14.0,Category:Learning theory (education),16163925.0,372.0,25.0,"education, learning <span class=""searchmatch"">theories</span> are attempts to describe how people and animals learn, thereby helping us understand the inherently complex process <span class=""searchmatch"">of</span> learning.",2021-09-27T07:39:41Z,theories of knowledge,Learning theory (education),0.5454545454545454,22
7,14.0,Category:Esoteric anthropogenesis,4111953.0,989.0,98.0,"The occult history <span class=""searchmatch"">of</span> human evolution according to esoteric <span class=""searchmatch"">knowledge</span> presented in the philosophies <span class=""searchmatch"">of</span> H.P. Blavatsky, Rudolf Steiner and Max Heindel",2020-07-19T22:19:08Z,theories of knowledge,Esoteric anthropogenesis,0.5,20
8,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Reductionism / Determinism Rationalism / Empiricism Received view / Semantic view <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> Scientific realism / Anti-realism Scientific essentialism Scientific",2014-10-19T17:09:05Z,theories of knowledge,Metatheory of science,0.4444444444444444,14
0,14.0,Category:Logic literature,22410600.0,232.0,4.0,"Philosophy portal <span class=""searchmatch"">Literature</span> portal",2019-09-09T05:59:48Z,theories of literature,Logic literature,0.48,9
1,14.0,Category:Ethics literature,6283119.0,227.0,2.0,"<span class=""searchmatch"">Literature</span> portal",2019-08-03T18:29:53Z,theories of literature,Ethics literature,0.30434782608695654,8
2,14.0,Category:Epistemology literature,13083243.0,221.0,2.0,"<span class=""searchmatch"">Literature</span> portal",2019-07-19T21:12:50Z,theories of literature,Epistemology literature,0.33333333333333337,11
3,14.0,Category:Personality trait theorists,16146832.0,981.0,98.0,"influence behavior. Although trait <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> personality are currently the most dominant <span class=""searchmatch"">theories</span> in the personality <span class=""searchmatch"">literature</span>, it was the Greek philosopher",2019-11-01T10:58:47Z,theories of literature,Personality trait theorists,0.4193548387096774,21
4,14.0,Category:Literary criticism,733855.0,671.0,62.0,"interpretation <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>. Modern literary criticism is often influenced by literary <span class=""searchmatch"">theory</span>, which is the philosophical discussion <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>'s goals and",2021-01-05T12:52:22Z,theories of literature,Literary criticism,0.5714285714285714,18
5,14.0,Category:Theories of deduction,23357224.0,254.0,2.0,"<span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> aesthetics Epistemological <span class=""searchmatch"">theories</span> Ethical <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> deduction Metaphysical <span class=""searchmatch"">theories</span> Social <span class=""searchmatch"">theories</span> Philosophers Concepts Literature",2019-09-09T06:00:09Z,theories of literature,Theories of deduction,0.40740740740740744,10
8,14.0,Category:Essays about literature,33685929.0,200.0,3.0,"Essays about <span class=""searchmatch"">literature</span>.",2018-07-09T08:12:59Z,theories of literature,Essays about literature,0.4482758620689655,11
9,14.0,Category:Social theories,23079219.0,211.0,29.0,"<span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> aesthetics Epistemological <span class=""searchmatch"">theories</span> Ethical <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> deduction Metaphysical <span class=""searchmatch"">theories</span> Social <span class=""searchmatch"">theories</span> Philosophers Concepts Literature",2020-08-07T19:14:31Z,theories of literature,Social theories,0.45833333333333337,18
2,14.0,Category:Proto-evolutionary biologists,1131599.0,498.0,62.0,"kind <span class=""searchmatch"">of</span> <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">evolution</span> before Charles Darwin and Alfred Russel Wallace published their <span class=""searchmatch"">theory</span> in 1858. They contributed some aspects <span class=""searchmatch"">of</span> the <span class=""searchmatch"">theory</span> without",2018-06-17T23:32:58Z,theory of evolution,Proto-evolutionary biologists,0.5454545454545454,21
6,14.0,Category:Sociocultural evolution theory,50629666.0,149.0,0.0,"Wikimedia Commons has media related to Sociocultural <span class=""searchmatch"">evolution</span>.",2018-12-31T22:33:52Z,theory of evolution,Sociocultural evolution theory,0.4193548387096774,19
8,14.0,Category:Neutral theory,68646467.0,149.0,0.0,,2021-09-04T22:49:56Z,theory of evolution,Neutral theory,0.4285714285714286,16
9,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Paradigm Problem <span class=""searchmatch"">of</span> induction Scientific law Scientific method Scientific revolution Scientific <span class=""searchmatch"">theory</span> Testability <span class=""searchmatch"">Theory</span> choice <span class=""searchmatch"">Theory</span>-ladenness Underdetermination",2014-10-19T17:09:05Z,theory of evolution,Metatheory of science,0.46153846153846156,13
0,14.0,Category:Music theory,736492.0,633.0,66.0,"<span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is a set <span class=""searchmatch"">of</span> systems for analyzing, classifying, and composing <span class=""searchmatch"">music</span> and the elements <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>. Narrowly it may be defined as the description",2020-02-26T02:02:42Z,theory of music,Music theory,0.19999999999999996,14
1,14.0,Category:Music theory stubs,1802185.0,421.0,65.0,"category for topics in <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span>. Following the scope <span class=""searchmatch"">of</span> Wikipedia:WikiProject <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span>, this category &quot;covers Western <span class=""searchmatch"">music</span> only and does not cover",2020-02-29T23:05:31Z,theory of music,Music theory stubs,0.35,13
4,14.0,Category:Music theorists,1118554.0,417.0,46.0,"active centre <span class=""searchmatch"">of</span> study, to the present day. <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is usually considered a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>.",2020-11-13T16:02:46Z,theory of music,Music theorists,0.42105263157894735,14
6,14.0,Category:Italian music theorists,5879293.0,472.0,52.0,"Italy portal <span class=""searchmatch"">Music</span> portal <span class=""searchmatch"">Music</span> theorists are those who study <span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span>. This category includes theorists from the ancient world, especially ancient",2020-08-15T23:53:21Z,theory of music,Italian music theorists,0.5384615384615384,19
7,14.0,Category:German music theorists,5878963.0,457.0,48.0,"centre <span class=""searchmatch"">of</span> study, to the present day. <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>.",2021-03-27T16:12:45Z,theory of music,German music theorists,0.52,17
8,14.0,Category:Russian music theorists,9251243.0,406.0,48.0,"centre <span class=""searchmatch"">of</span> study, to the present day. <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>.",2007-07-05T19:19:47Z,theory of music,Russian music theorists,0.5384615384615384,19
9,14.0,Category:Austrian music theorists,5895122.0,426.0,50.0,"centre <span class=""searchmatch"">of</span> study, to the present day. <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>.",2018-03-02T18:25:41Z,theory of music,Austrian music theorists,0.5555555555555556,18
0,14.0,Category:Solar System dynamic theories,10772136.0,425.0,44.0,"<span class=""searchmatch"">theories</span> about Solar System bodies, their formation, and other important, mostly cataclysmic, events that deeply affected the orbits and surfaces <span class=""searchmatch"">of</span> the",2020-12-24T01:04:44Z,theories of human,Solar System dynamic theories,0.5625,24
4,14.0,Category:Social learning theory,16162632.0,483.0,50.0,"observing and consequently copy others' actions, goals or produced results. If <span class=""searchmatch"">humans</span> observe positive, desired outcomes in the observed behavior, they are more",2018-12-31T21:29:54Z,theories of human,Social learning theory,0.5,19
8,14.0,Category:Creationism,919511.0,1850.0,190.0,"associated with Christian fundamentalists, specifically with their rejection <span class=""searchmatch"">of</span> <span class=""searchmatch"">human</span> evolution and belief in a young Earth—although this usage was contested",2021-11-15T06:56:07Z,theories of human,Creationism,0.5263157894736843,13
9,14.0,Category:Maritime archaeology,6915014.0,1140.0,130.0,"new sub-discipline <span class=""searchmatch"">of</span> archaeology, having only developed distinct academic <span class=""searchmatch"">theories</span> and vocational practices in the latter half <span class=""searchmatch"">of</span> the twentieth century",2019-11-14T21:45:35Z,theories of human,Maritime archaeology,0.5769230769230769,17
0,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning Contrastivism Conventionalism Cratylism",2017-11-16T16:13:15Z,theories of language,Theories of language,0.0,1
1,14.0,Category:Programming language researchers,13947677.0,405.0,21.0,"research in the fields <span class=""searchmatch"">of</span> programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>, compiler construction and program analysis. See also, Category:Programming <span class=""searchmatch"">language</span> designers",2021-06-18T00:18:21Z,theories of language,Programming language researchers,0.5142857142857142,22
2,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"Philosophy <span class=""searchmatch"">of</span> <span class=""searchmatch"">language</span> is the branch <span class=""searchmatch"">of</span> philosophy that studies <span class=""searchmatch"">language</span>. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, <span class=""searchmatch"">language</span> use",2020-04-25T17:59:38Z,theories of language,Philosophy of language,0.3846153846153846,8
3,14.0,Category:Axioms of set theory,3439807.0,371.0,50.0,"This category is for axioms in the <span class=""searchmatch"">language</span> <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span>; roughly speaking, ones that &quot;talk about sets&quot;. Inclusion in this category does not necessarily",2013-03-28T06:50:55Z,theories of language,Axioms of set theory,0.5185185185185186,16
4,14.0,Category:Academic programming languages,31005405.0,437.0,41.0,"Programming <span class=""searchmatch"">languages</span> influential in computer science and programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>. Some are only widely used by computer scientists and may even lack",2018-04-20T17:25:14Z,theories of language,Academic programming languages,0.5714285714285714,18
5,14.0,Category:Programming languages conferences,27677783.0,216.0,14.0,"Academic conferences in the fields <span class=""searchmatch"">of</span> programming <span class=""searchmatch"">languages</span>, programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>, and compiler design.",2015-03-31T16:15:43Z,theories of language,Programming languages conferences,0.48571428571428577,23
6,14.0,Category:Programming languages,690571.0,454.0,48.0,"individual programming <span class=""searchmatch"">languages</span>. Articles about general programming <span class=""searchmatch"">language</span> topics should be moved to Category:Programming <span class=""searchmatch"">language</span> topics. Top 0–9 A B",2021-10-10T00:05:17Z,theories of language,Programming languages,0.5357142857142857,11
7,14.0,Category:Magic (supernatural),16567661.0,662.0,80.0,"using rituals, symbols, actions, gestures and <span class=""searchmatch"">language</span>. Modern <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> magic may see it as the result <span class=""searchmatch"">of</span> a universal sympathy where some act can produce",2021-05-05T03:21:05Z,theories of language,Magic (supernatural),0.5714285714285714,17
0,14.0,Category:Meaning–text theory,34757602.0,189.0,24.0,"<span class=""searchmatch"">Meaning</span>–text <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",2014-08-27T10:46:57Z,theories of meaning,Meaning–text theory,0.41666666666666663,18
1,14.0,Category:Functionalism (social theory),36599442.0,228.0,21.0,"This category is for all social <span class=""searchmatch"">theories</span> and theorists related to functionalism. For other <span class=""searchmatch"">meanings</span> <span class=""searchmatch"">of</span> the word, see Functionalism (disambiguation).",2019-10-24T21:17:28Z,theories of meaning,Functionalism (social theory),0.5,24
2,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">meaning</span> Contrastivism Conventionalism Cratylism Deconstruction",2017-11-16T16:13:15Z,theories of meaning,Theories of language,0.30434782608695654,7
3,14.0,Category:Social constructionism,4228486.0,836.0,54.0,"form the basis for shared assumptions about reality. The <span class=""searchmatch"">theory</span> centers on the notion that <span class=""searchmatch"">meanings</span> are developed in coordination with others rather than",2021-09-27T08:07:59Z,theories of meaning,Social constructionism,0.5862068965517242,18
4,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic <span class=""searchmatch"">meaning</span>, reference, language",2020-04-25T17:59:38Z,theories of meaning,Philosophy of language,0.5862068965517242,14
0,14.0,Category:Social philosophy,771308.0,749.0,100.0,"questions, and to the development <span class=""searchmatch"">of</span> novel theoretical frameworks, from <span class=""searchmatch"">social</span> ontology to care ethics to cosmopolitan <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> democracy, human rights, gender",2021-09-11T21:52:22Z,theories of social,Social philosophy,0.4782608695652174,15
